danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name,track_id,user
0.745,0.672,9,-5.738,1,0.0346,0.127,0,0.103,0.641,108.031,audio_features,1HA2V2EfAgJUBVOju4YfiB,spotify:track:1HA2V2EfAgJUBVOju4YfiB,https://api.spotify.com/v1/tracks/1HA2V2EfAgJUBVOju4YfiB,https://api.spotify.com/v1/audio-analysis/1HA2V2EfAgJUBVOju4YfiB,177697,4,Just A Stranger (feat. Steve Lacy),1HA2V2EfAgJUBVOju4YfiB,Jillian
0.635,0.646,10,-5.246,1,0.0462,0.415,5.5e-4,0.42,0.344,117.956,audio_features,3iv26BUAWSn83q8rhGKPE8,spotify:track:3iv26BUAWSn83q8rhGKPE8,https://api.spotify.com/v1/tracks/3iv26BUAWSn83q8rhGKPE8,https://api.spotify.com/v1/audio-analysis/3iv26BUAWSn83q8rhGKPE8,216983,3,Flight 22,3iv26BUAWSn83q8rhGKPE8,Jillian
0.853,0.604,3,-5.794,0,0.0511,0.0696,1.65e-6,0.135,0.86,116,audio_features,54IbnYEdA3ymfxv07WgN3b,spotify:track:54IbnYEdA3ymfxv07WgN3b,https://api.spotify.com/v1/tracks/54IbnYEdA3ymfxv07WgN3b,https://api.spotify.com/v1/audio-analysis/54IbnYEdA3ymfxv07WgN3b,186181,4,Your Teeth In My Neck,54IbnYEdA3ymfxv07WgN3b,Jillian
0.422,0.471,3,-8.784,0,0.18,0.142,0,0.112,0.62,82.433,audio_features,4FZOSDwALdWxcGcRbwXWJ8,spotify:track:4FZOSDwALdWxcGcRbwXWJ8,https://api.spotify.com/v1/tracks/4FZOSDwALdWxcGcRbwXWJ8,https://api.spotify.com/v1/audio-analysis/4FZOSDwALdWxcGcRbwXWJ8,204290,4,Tyrant (feat. Jorja Smith),4FZOSDwALdWxcGcRbwXWJ8,Jillian
0.675,0.761,4,-4.469,0,0.0466,0.432,0,0.102,0.428,119.001,audio_features,6LOZws7T3jqZz78unPgFF9,spotify:track:6LOZws7T3jqZz78unPgFF9,https://api.spotify.com/v1/tracks/6LOZws7T3jqZz78unPgFF9,https://api.spotify.com/v1/audio-analysis/6LOZws7T3jqZz78unPgFF9,199506,4,Dead To Me,6LOZws7T3jqZz78unPgFF9,Jillian
0.871,0.55,0,-6.113,0,0.0613,0.0927,7.42e-4,0.0788,0.448,96.018,audio_features,12TOa8pzhbLTWh1vxIsPMp,spotify:track:12TOa8pzhbLTWh1vxIsPMp,https://api.spotify.com/v1/tracks/12TOa8pzhbLTWh1vxIsPMp,https://api.spotify.com/v1/audio-analysis/12TOa8pzhbLTWh1vxIsPMp,202755,4,Nuestro Planeta (feat. Reykon),12TOa8pzhbLTWh1vxIsPMp,Jillian
0.606,0.839,0,-5.115,1,0.0297,0.0195,1.96e-5,0.15,0.907,165.951,audio_features,2dDzrUEDCKXaLViMPa1jo5,spotify:track:2dDzrUEDCKXaLViMPa1jo5,https://api.spotify.com/v1/tracks/2dDzrUEDCKXaLViMPa1jo5,https://api.spotify.com/v1/audio-analysis/2dDzrUEDCKXaLViMPa1jo5,201000,4,In My Dreams,2dDzrUEDCKXaLViMPa1jo5,Jillian
0.488,0.381,3,-8.095,0,0.0498,0.605,0.0872,0.0776,0.217,140.941,audio_features,7N3c9CKUmRqrt3dDvGWBWG,spotify:track:7N3c9CKUmRqrt3dDvGWBWG,https://api.spotify.com/v1/tracks/7N3c9CKUmRqrt3dDvGWBWG,https://api.spotify.com/v1/audio-analysis/7N3c9CKUmRqrt3dDvGWBWG,113270,4,Gotta Get Up - Interlude,7N3c9CKUmRqrt3dDvGWBWG,Jillian
0.644,0.591,2,-7.218,0,0.0296,0.116,3.5e-5,0.141,0.494,107.034,audio_features,3P4gLPPOHIRQ5j6PC1hNa5,spotify:track:3P4gLPPOHIRQ5j6PC1hNa5,https://api.spotify.com/v1/tracks/3P4gLPPOHIRQ5j6PC1hNa5,https://api.spotify.com/v1/audio-analysis/3P4gLPPOHIRQ5j6PC1hNa5,190375,4,Tomorrow,3P4gLPPOHIRQ5j6PC1hNa5,Jillian
0.624,0.544,7,-8.004,1,0.0998,0.337,3.49e-6,0.122,0.293,87.931,audio_features,66p59VAALXRlp777aP1Wom,spotify:track:66p59VAALXRlp777aP1Wom,https://api.spotify.com/v1/tracks/66p59VAALXRlp777aP1Wom,https://api.spotify.com/v1/audio-analysis/66p59VAALXRlp777aP1Wom,159852,4,Coming Home - Interlude,66p59VAALXRlp777aP1Wom,Jillian
0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,0.843,79.64,audio_features,1otG6j1WHNvl9WgXLWkHTo,spotify:track:1otG6j1WHNvl9WgXLWkHTo,https://api.spotify.com/v1/tracks/1otG6j1WHNvl9WgXLWkHTo,https://api.spotify.com/v1/audio-analysis/1otG6j1WHNvl9WgXLWkHTo,207455,4,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",1otG6j1WHNvl9WgXLWkHTo,Jillian
0.7,0.812,3,-4.8,1,0.0311,0.0245,0,0.102,0.855,107.983,audio_features,5RcuACCOhgoc4ZH57AVCLA,spotify:track:5RcuACCOhgoc4ZH57AVCLA,https://api.spotify.com/v1/tracks/5RcuACCOhgoc4ZH57AVCLA,https://api.spotify.com/v1/audio-analysis/5RcuACCOhgoc4ZH57AVCLA,185239,4,Feel Like A Fool,5RcuACCOhgoc4ZH57AVCLA,Jillian
0.622,0.638,0,-6.291,1,0.043,0.129,1e-5,0.362,0.646,140.005,audio_features,5n1WeUNWJIjs9ueYD4v0Pt,spotify:track:5n1WeUNWJIjs9ueYD4v0Pt,https://api.spotify.com/v1/tracks/5n1WeUNWJIjs9ueYD4v0Pt,https://api.spotify.com/v1/audio-analysis/5n1WeUNWJIjs9ueYD4v0Pt,172357,4,Killer,5n1WeUNWJIjs9ueYD4v0Pt,Jillian
0.777,0.657,1,-6.434,1,0.237,7.38e-4,3.34e-6,0.0932,0.245,189.992,audio_features,739vCwA3EpBSkk3uDsI2wB,spotify:track:739vCwA3EpBSkk3uDsI2wB,https://api.spotify.com/v1/tracks/739vCwA3EpBSkk3uDsI2wB,https://api.spotify.com/v1/audio-analysis/739vCwA3EpBSkk3uDsI2wB,226107,4,Lemon (feat. Drake) - Drake Remix,739vCwA3EpBSkk3uDsI2wB,Jillian
0.595,0.861,0,-9.125,0,0.926,0.892,1.17e-5,0.942,0.493,50.149,audio_features,54RnsdRGcKrzXc2YPYIGCp,spotify:track:54RnsdRGcKrzXc2YPYIGCp,https://api.spotify.com/v1/tracks/54RnsdRGcKrzXc2YPYIGCp,https://api.spotify.com/v1/audio-analysis/54RnsdRGcKrzXc2YPYIGCp,184346,4,"Intro / Hello, Minnesota",54RnsdRGcKrzXc2YPYIGCp,Jillian
0.572,0.875,8,-8.857,1,0.938,0.853,0,0.702,0.386,80.004,audio_features,5xeVhgmsFcf01lNkBvEjWU,spotify:track:5xeVhgmsFcf01lNkBvEjWU,https://api.spotify.com/v1/tracks/5xeVhgmsFcf01lNkBvEjWU,https://api.spotify.com/v1/audio-analysis/5xeVhgmsFcf01lNkBvEjWU,45140,3,You Know How,5xeVhgmsFcf01lNkBvEjWU,Jillian
0.591,0.776,6,-8.268,0,0.926,0.917,0,0.865,0.587,111.036,audio_features,5fy3uBaA1TAHegIpu8QAiE,spotify:track:5fy3uBaA1TAHegIpu8QAiE,https://api.spotify.com/v1/tracks/5fy3uBaA1TAHegIpu8QAiE,https://api.spotify.com/v1/audio-analysis/5fy3uBaA1TAHegIpu8QAiE,148297,5,My Goal,5fy3uBaA1TAHegIpu8QAiE,Jillian
0.57,0.819,7,-8.975,1,0.946,0.863,0,0.887,0.67,57.099,audio_features,11szGGS4IcTz7vW6Zfmqk6,spotify:track:11szGGS4IcTz7vW6Zfmqk6,https://api.spotify.com/v1/tracks/11szGGS4IcTz7vW6Zfmqk6,https://api.spotify.com/v1/audio-analysis/11szGGS4IcTz7vW6Zfmqk6,82207,5,Fun Game,11szGGS4IcTz7vW6Zfmqk6,Jillian
0.572,0.765,0,-9.161,1,0.941,0.924,0,0.734,0.522,74.215,audio_features,0UFj6LBJWihGkI3IxArRfS,spotify:track:0UFj6LBJWihGkI3IxArRfS,https://api.spotify.com/v1/tracks/0UFj6LBJWihGkI3IxArRfS,https://api.spotify.com/v1/audio-analysis/0UFj6LBJWihGkI3IxArRfS,273476,4,Something Gay,0UFj6LBJWihGkI3IxArRfS,Jillian
0.637,0.735,11,-9.627,0,0.937,0.897,0,0.69,0.518,114.841,audio_features,2u8sRMsry4fX4ldpOBmNrN,spotify:track:2u8sRMsry4fX4ldpOBmNrN,https://api.spotify.com/v1/tracks/2u8sRMsry4fX4ldpOBmNrN,https://api.spotify.com/v1/audio-analysis/2u8sRMsry4fX4ldpOBmNrN,214413,5,You Should Judge People,2u8sRMsry4fX4ldpOBmNrN,Jillian
0.469,0.841,0,-7.945,1,0.95,0.88,0,0.871,0.504,73.674,audio_features,1WozpJ32xMIJVns2P9y0l9,spotify:track:1WozpJ32xMIJVns2P9y0l9,https://api.spotify.com/v1/tracks/1WozpJ32xMIJVns2P9y0l9,https://api.spotify.com/v1/audio-analysis/1WozpJ32xMIJVns2P9y0l9,228415,4,Pregnant While Mexican,1WozpJ32xMIJVns2P9y0l9,Jillian
0.478,0.775,0,-9.31,1,0.947,0.909,0,0.922,0.609,66.257,audio_features,6PtGdH5hw51f2iV83SIMgd,spotify:track:6PtGdH5hw51f2iV83SIMgd,https://api.spotify.com/v1/tracks/6PtGdH5hw51f2iV83SIMgd,https://api.spotify.com/v1/audio-analysis/6PtGdH5hw51f2iV83SIMgd,173322,4,Aggressive On A Bicycle,6PtGdH5hw51f2iV83SIMgd,Jillian
0.68,0.737,7,-8.318,1,0.926,0.9,0,0.826,0.786,60.311,audio_features,4FFR4WaT0amNcVCO29xOLy,spotify:track:4FFR4WaT0amNcVCO29xOLy,https://api.spotify.com/v1/tracks/4FFR4WaT0amNcVCO29xOLy,https://api.spotify.com/v1/audio-analysis/4FFR4WaT0amNcVCO29xOLy,101224,3,My Thing,4FFR4WaT0amNcVCO29xOLy,Jillian
0.553,0.728,6,-10.126,0,0.929,0.876,1.29e-6,0.852,0.715,89.005,audio_features,2dM9GVyvfyjwksT7phg64B,spotify:track:2dM9GVyvfyjwksT7phg64B,https://api.spotify.com/v1/tracks/2dM9GVyvfyjwksT7phg64B,https://api.spotify.com/v1/audio-analysis/2dM9GVyvfyjwksT7phg64B,115252,3,Too Much Vegas,2dM9GVyvfyjwksT7phg64B,Jillian
0.584,0.786,9,-9.718,1,0.923,0.885,3.86e-6,0.958,0.514,112.806,audio_features,6E4nQaUKyLbSiTyLSraEjR,spotify:track:6E4nQaUKyLbSiTyLSraEjR,https://api.spotify.com/v1/tracks/6E4nQaUKyLbSiTyLSraEjR,https://api.spotify.com/v1/audio-analysis/6E4nQaUKyLbSiTyLSraEjR,233430,3,Homeless Guy,6E4nQaUKyLbSiTyLSraEjR,Jillian
0.595,0.68,7,-10.42,1,0.946,0.913,0,0.725,0.619,78.574,audio_features,0fotspXO06330mx1lvkZW5,spotify:track:0fotspXO06330mx1lvkZW5,https://api.spotify.com/v1/tracks/0fotspXO06330mx1lvkZW5,https://api.spotify.com/v1/audio-analysis/0fotspXO06330mx1lvkZW5,219402,4,3 Types,0fotspXO06330mx1lvkZW5,Jillian
0.574,0.677,7,-10.744,1,0.947,0.893,0,0.912,0.616,155.173,audio_features,5ERK8cdqiCE2NC4htijCCc,spotify:track:5ERK8cdqiCE2NC4htijCCc,https://api.spotify.com/v1/tracks/5ERK8cdqiCE2NC4htijCCc,https://api.spotify.com/v1/audio-analysis/5ERK8cdqiCE2NC4htijCCc,193358,3,Tattoos,5ERK8cdqiCE2NC4htijCCc,Jillian
0.575,0.766,7,-9.915,1,0.924,0.924,5.56e-6,0.902,0.598,100.782,audio_features,25pAIiKD4zVqJSZVWLrr4W,spotify:track:25pAIiKD4zVqJSZVWLrr4W,https://api.spotify.com/v1/tracks/25pAIiKD4zVqJSZVWLrr4W,https://api.spotify.com/v1/audio-analysis/25pAIiKD4zVqJSZVWLrr4W,154305,4,Not Normal,25pAIiKD4zVqJSZVWLrr4W,Jillian
0.52,0.802,10,-9.837,0,0.919,0.891,2.83e-4,0.924,0.505,103.724,audio_features,2hXdGlTJAxHT6TSpDCIt7z,spotify:track:2hXdGlTJAxHT6TSpDCIt7z,https://api.spotify.com/v1/tracks/2hXdGlTJAxHT6TSpDCIt7z,https://api.spotify.com/v1/audio-analysis/2hXdGlTJAxHT6TSpDCIt7z,179357,3,80's Porn,2hXdGlTJAxHT6TSpDCIt7z,Jillian
0.568,0.742,10,-10.354,0,0.942,0.924,2.42e-5,0.721,0.537,80.564,audio_features,1e8nh5M6yYAOM2KnpAgoAz,spotify:track:1e8nh5M6yYAOM2KnpAgoAz,https://api.spotify.com/v1/tracks/1e8nh5M6yYAOM2KnpAgoAz,https://api.spotify.com/v1/audio-analysis/1e8nh5M6yYAOM2KnpAgoAz,158302,3,Cursing Is Bad / Rudely Interrupted,1e8nh5M6yYAOM2KnpAgoAz,Jillian
0.556,0.779,7,-10.055,1,0.942,0.913,2.02e-6,0.837,0.596,84.168,audio_features,0utH3AjZEyKQcnuEDEgsjB,spotify:track:0utH3AjZEyKQcnuEDEgsjB,https://api.spotify.com/v1/tracks/0utH3AjZEyKQcnuEDEgsjB,https://api.spotify.com/v1/audio-analysis/0utH3AjZEyKQcnuEDEgsjB,256470,4,Midgets Aren't N***ers,0utH3AjZEyKQcnuEDEgsjB,Jillian
0.452,0.834,8,-11.039,1,0.948,0.865,9.48e-4,0.875,0.475,83.239,audio_features,7gTCh67bDvTyo4J1F2ErfJ,spotify:track:7gTCh67bDvTyo4J1F2ErfJ,https://api.spotify.com/v1/tracks/7gTCh67bDvTyo4J1F2ErfJ,https://api.spotify.com/v1/audio-analysis/7gTCh67bDvTyo4J1F2ErfJ,351608,1,**Bonus: Black Guys,7gTCh67bDvTyo4J1F2ErfJ,Jillian
0.483,0.615,11,-14.303,0,0.954,0.808,0,0.521,0.284,165.449,audio_features,16rzJLeYsxVujfVIcZOn56,spotify:track:16rzJLeYsxVujfVIcZOn56,https://api.spotify.com/v1/tracks/16rzJLeYsxVujfVIcZOn56,https://api.spotify.com/v1/audio-analysis/16rzJLeYsxVujfVIcZOn56,150624,3,Hobby,16rzJLeYsxVujfVIcZOn56,Jillian
0.547,0.705,4,-14.183,1,0.957,0.815,0,0.483,0.231,79.16,audio_features,0SX9ZHBEYfi7o8923bX5W2,spotify:track:0SX9ZHBEYfi7o8923bX5W2,https://api.spotify.com/v1/tracks/0SX9ZHBEYfi7o8923bX5W2,https://api.spotify.com/v1/audio-analysis/0SX9ZHBEYfi7o8923bX5W2,113237,3,Shouting Black,0SX9ZHBEYfi7o8923bX5W2,Jillian
0.65,0.47,9,-14.376,1,0.931,0.725,0,0.231,0.355,111.105,audio_features,07PMTtQXsyTooj6p2TzLgG,spotify:track:07PMTtQXsyTooj6p2TzLgG,https://api.spotify.com/v1/tracks/07PMTtQXsyTooj6p2TzLgG,https://api.spotify.com/v1/audio-analysis/07PMTtQXsyTooj6p2TzLgG,46720,4,I Sit,07PMTtQXsyTooj6p2TzLgG,Jillian
0.622,0.661,2,-13.286,0,0.946,0.766,0,0.249,0.312,82.977,audio_features,1ZvAQ7eiaFWrLxsq5IXFoI,spotify:track:1ZvAQ7eiaFWrLxsq5IXFoI,https://api.spotify.com/v1/tracks/1ZvAQ7eiaFWrLxsq5IXFoI,https://api.spotify.com/v1/audio-analysis/1ZvAQ7eiaFWrLxsq5IXFoI,41397,1,You Win,1ZvAQ7eiaFWrLxsq5IXFoI,Jillian
0.495,0.618,9,-13.162,1,0.96,0.835,0,0.553,0.205,61.833,audio_features,2tLP6xhXKyYiMNX5JHZlcJ,spotify:track:2tLP6xhXKyYiMNX5JHZlcJ,https://api.spotify.com/v1/tracks/2tLP6xhXKyYiMNX5JHZlcJ,https://api.spotify.com/v1/audio-analysis/2tLP6xhXKyYiMNX5JHZlcJ,327520,4,Dr. Dick,2tLP6xhXKyYiMNX5JHZlcJ,Jillian
0.584,0.544,5,-13.096,1,0.94,0.691,0,0.615,0.484,110.477,audio_features,2tjDF2cw36tR0BKKGpXsKK,spotify:track:2tjDF2cw36tR0BKKGpXsKK,https://api.spotify.com/v1/tracks/2tjDF2cw36tR0BKKGpXsKK,https://api.spotify.com/v1/audio-analysis/2tjDF2cw36tR0BKKGpXsKK,68352,3,A Good Death,2tjDF2cw36tR0BKKGpXsKK,Jillian
0.665,0.685,11,-13.355,0,0.953,0.727,0,0.711,0.746,83.04,audio_features,1PWWDVzzym4LzWmyHXTbwM,spotify:track:1PWWDVzzym4LzWmyHXTbwM,https://api.spotify.com/v1/tracks/1PWWDVzzym4LzWmyHXTbwM,https://api.spotify.com/v1/audio-analysis/1PWWDVzzym4LzWmyHXTbwM,40139,3,Cali's Crazy,1PWWDVzzym4LzWmyHXTbwM,Jillian
0.626,0.462,4,-14.94,1,0.948,0.759,0,0.723,0.633,119.674,audio_features,0r3FMewMvqQcuRN7yMzbnj,spotify:track:0r3FMewMvqQcuRN7yMzbnj,https://api.spotify.com/v1/tracks/0r3FMewMvqQcuRN7yMzbnj,https://api.spotify.com/v1/audio-analysis/0r3FMewMvqQcuRN7yMzbnj,62421,1,Professional,0r3FMewMvqQcuRN7yMzbnj,Jillian
0.609,0.546,9,-13.175,1,0.948,0.781,0,0.726,0.439,77.231,audio_features,2znPsFUKtm2lTzU53QCHYE,spotify:track:2znPsFUKtm2lTzU53QCHYE,https://api.spotify.com/v1/tracks/2znPsFUKtm2lTzU53QCHYE,https://api.spotify.com/v1/audio-analysis/2znPsFUKtm2lTzU53QCHYE,198635,3,D R Period,2znPsFUKtm2lTzU53QCHYE,Jillian
0.68,0.566,0,-13.817,1,0.942,0.758,0,0.66,0.348,80.54,audio_features,17D4ioKr2pznYC2fk6r1cM,spotify:track:17D4ioKr2pznYC2fk6r1cM,https://api.spotify.com/v1/tracks/17D4ioKr2pznYC2fk6r1cM,https://api.spotify.com/v1/audio-analysis/17D4ioKr2pznYC2fk6r1cM,37547,4,My History,17D4ioKr2pznYC2fk6r1cM,Jillian
0.533,0.688,6,-11.618,0,0.939,0.82,0,0.671,0.402,100.767,audio_features,0WUxSxV53u8Iwo51jWU17Q,spotify:track:0WUxSxV53u8Iwo51jWU17Q,https://api.spotify.com/v1/tracks/0WUxSxV53u8Iwo51jWU17Q,https://api.spotify.com/v1/audio-analysis/0WUxSxV53u8Iwo51jWU17Q,157152,4,Learn My Way,0WUxSxV53u8Iwo51jWU17Q,Jillian
0.508,0.694,2,-11.673,1,0.922,0.651,0,0.564,0.358,86.378,audio_features,0CWP6gsWDq67C03yBuuJZo,spotify:track:0CWP6gsWDq67C03yBuuJZo,https://api.spotify.com/v1/tracks/0CWP6gsWDq67C03yBuuJZo,https://api.spotify.com/v1/audio-analysis/0CWP6gsWDq67C03yBuuJZo,233945,4,Liberate Yourself,0CWP6gsWDq67C03yBuuJZo,Jillian
0.385,0.868,9,-9.27,1,0.185,0.0137,0,0.934,0.533,103.532,audio_features,6zfObkAIgXCmLBk1Hs5GQq,spotify:track:6zfObkAIgXCmLBk1Hs5GQq,https://api.spotify.com/v1/tracks/6zfObkAIgXCmLBk1Hs5GQq,https://api.spotify.com/v1/audio-analysis/6zfObkAIgXCmLBk1Hs5GQq,29707,5,Intro,6zfObkAIgXCmLBk1Hs5GQq,Jillian
0.665,0.633,1,-14.586,0,0.953,0.797,0,0.45,0.246,59.152,audio_features,6UZM7wcC97mRypSnCX91IB,spotify:track:6UZM7wcC97mRypSnCX91IB,https://api.spotify.com/v1/tracks/6UZM7wcC97mRypSnCX91IB,https://api.spotify.com/v1/audio-analysis/6UZM7wcC97mRypSnCX91IB,75669,3,Entitlement,6UZM7wcC97mRypSnCX91IB,Jillian
0.721,0.59,8,-13.762,1,0.951,0.75,0,0.871,0.624,46.598,audio_features,5A56ni5IuHfmuBUWFp8H5v,spotify:track:5A56ni5IuHfmuBUWFp8H5v,https://api.spotify.com/v1/tracks/5A56ni5IuHfmuBUWFp8H5v,https://api.spotify.com/v1/audio-analysis/5A56ni5IuHfmuBUWFp8H5v,61141,4,Travel Advice,5A56ni5IuHfmuBUWFp8H5v,Jillian
0.624,0.768,6,-11.352,0,0.938,0.816,0,0.92,0.298,117.16,audio_features,5bUkgq3u08jtiQwBszxnjV,spotify:track:5bUkgq3u08jtiQwBszxnjV,https://api.spotify.com/v1/tracks/5bUkgq3u08jtiQwBszxnjV,https://api.spotify.com/v1/audio-analysis/5bUkgq3u08jtiQwBszxnjV,344629,5,First 48,5bUkgq3u08jtiQwBszxnjV,Jillian
0.615,0.69,5,-13.856,0,0.942,0.777,0,0.501,0.42,87.307,audio_features,4FVWVgGFKvXVbT5FeFAz68,spotify:track:4FVWVgGFKvXVbT5FeFAz68,https://api.spotify.com/v1/tracks/4FVWVgGFKvXVbT5FeFAz68,https://api.spotify.com/v1/audio-analysis/4FVWVgGFKvXVbT5FeFAz68,22507,5,Are People the Same?,4FVWVgGFKvXVbT5FeFAz68,Jillian
0.561,0.655,9,-13.678,1,0.939,0.764,0,0.684,0.264,109.716,audio_features,6E0M7mUWMZLkqURu3NelUO,spotify:track:6E0M7mUWMZLkqURu3NelUO,https://api.spotify.com/v1/tracks/6E0M7mUWMZLkqURu3NelUO,https://api.spotify.com/v1/audio-analysis/6E0M7mUWMZLkqURu3NelUO,222219,4,No Change,6E0M7mUWMZLkqURu3NelUO,Jillian
0.584,0.615,11,-12.652,0,0.949,0.806,0,0.88,0.344,134.324,audio_features,63QC5yQtSjdpxQfymvinKC,spotify:track:63QC5yQtSjdpxQfymvinKC,https://api.spotify.com/v1/tracks/63QC5yQtSjdpxQfymvinKC,https://api.spotify.com/v1/audio-analysis/63QC5yQtSjdpxQfymvinKC,347424,4,Seagal,63QC5yQtSjdpxQfymvinKC,Jillian
0.507,0.704,9,-13.869,1,0.957,0.822,0,0.949,0.236,80.472,audio_features,5Z11Wudrp0gfQmPkWpoMHY,spotify:track:5Z11Wudrp0gfQmPkWpoMHY,https://api.spotify.com/v1/tracks/5Z11Wudrp0gfQmPkWpoMHY,https://api.spotify.com/v1/audio-analysis/5Z11Wudrp0gfQmPkWpoMHY,150048,4,Sorry,5Z11Wudrp0gfQmPkWpoMHY,Jillian
0.505,0.823,1,-12.029,0,0.946,0.875,2.87e-6,0.395,0.291,89.104,audio_features,7r9RsaSyxdCSiB1TbZTrec,spotify:track:7r9RsaSyxdCSiB1TbZTrec,https://api.spotify.com/v1/tracks/7r9RsaSyxdCSiB1TbZTrec,https://api.spotify.com/v1/audio-analysis/7r9RsaSyxdCSiB1TbZTrec,96597,3,Catastrophic,7r9RsaSyxdCSiB1TbZTrec,Jillian
0.625,0.582,6,-14.447,1,0.944,0.748,0,0.965,0.417,83.57,audio_features,4Nw5jz26DS9UipqYOFJyC1,spotify:track:4Nw5jz26DS9UipqYOFJyC1,https://api.spotify.com/v1/tracks/4Nw5jz26DS9UipqYOFJyC1,https://api.spotify.com/v1/audio-analysis/4Nw5jz26DS9UipqYOFJyC1,179637,4,New Goal,4Nw5jz26DS9UipqYOFJyC1,Jillian
0.551,0.768,2,-11.624,1,0.949,0.824,0,0.834,0.297,58.948,audio_features,3uQQmRaAvenJi3rmcxOwDx,spotify:track:3uQQmRaAvenJi3rmcxOwDx,https://api.spotify.com/v1/tracks/3uQQmRaAvenJi3rmcxOwDx,https://api.spotify.com/v1/audio-analysis/3uQQmRaAvenJi3rmcxOwDx,129717,4,It's Okay,3uQQmRaAvenJi3rmcxOwDx,Jillian
0.555,0.741,3,-12.249,0,0.952,0.821,0,0.734,0.233,86.17,audio_features,7GlZpyaS1yrP8KAYJD8Vwu,spotify:track:7GlZpyaS1yrP8KAYJD8Vwu,https://api.spotify.com/v1/tracks/7GlZpyaS1yrP8KAYJD8Vwu,https://api.spotify.com/v1/audio-analysis/7GlZpyaS1yrP8KAYJD8Vwu,211403,3,2 Girls,7GlZpyaS1yrP8KAYJD8Vwu,Jillian
0.632,0.569,4,-14.35,1,0.96,0.753,0,0.675,0.483,86.833,audio_features,6ytJJeB9ER7XeIKITwY8qr,spotify:track:6ytJJeB9ER7XeIKITwY8qr,https://api.spotify.com/v1/tracks/6ytJJeB9ER7XeIKITwY8qr,https://api.spotify.com/v1/audio-analysis/6ytJJeB9ER7XeIKITwY8qr,75925,3,Stop Pretending,6ytJJeB9ER7XeIKITwY8qr,Jillian
0.397,0.867,1,-10.281,1,0.698,0.797,0,0.496,0.269,93.841,audio_features,2jSvBTYm9CkS1oSTtlsiTp,spotify:track:2jSvBTYm9CkS1oSTtlsiTp,https://api.spotify.com/v1/tracks/2jSvBTYm9CkS1oSTtlsiTp,https://api.spotify.com/v1/audio-analysis/2jSvBTYm9CkS1oSTtlsiTp,234300,3,Small Talk,2jSvBTYm9CkS1oSTtlsiTp,Jillian
0.452,0.935,1,-10.558,0,0.749,0.863,0,0.857,0.242,75.949,audio_features,3dr4TbvGp3uUZKWyyXksWj,spotify:track:3dr4TbvGp3uUZKWyyXksWj,https://api.spotify.com/v1/tracks/3dr4TbvGp3uUZKWyyXksWj,https://api.spotify.com/v1/audio-analysis/3dr4TbvGp3uUZKWyyXksWj,145096,4,Leave It In,3dr4TbvGp3uUZKWyyXksWj,Jillian
0.426,0.853,1,-10.983,0,0.906,0.849,0,0.836,0.283,81.312,audio_features,15ZEA9WDjpiWS7Qlw3jEBQ,spotify:track:15ZEA9WDjpiWS7Qlw3jEBQ,https://api.spotify.com/v1/tracks/15ZEA9WDjpiWS7Qlw3jEBQ,https://api.spotify.com/v1/audio-analysis/15ZEA9WDjpiWS7Qlw3jEBQ,252259,3,One Day,15ZEA9WDjpiWS7Qlw3jEBQ,Jillian
0.449,0.893,9,-10.502,1,0.726,0.766,0,0.754,0.265,76.808,audio_features,7pfXOUHTjdB8pLOdInNjZm,spotify:track:7pfXOUHTjdB8pLOdInNjZm,https://api.spotify.com/v1/tracks/7pfXOUHTjdB8pLOdInNjZm,https://api.spotify.com/v1/audio-analysis/7pfXOUHTjdB8pLOdInNjZm,95134,4,God Is Watching,7pfXOUHTjdB8pLOdInNjZm,Jillian
0.386,0.852,3,-10.205,0,0.794,0.801,0,0.785,0.19,71.508,audio_features,6Rv19x4CyZNWexRIrvFrmr,spotify:track:6Rv19x4CyZNWexRIrvFrmr,https://api.spotify.com/v1/tracks/6Rv19x4CyZNWexRIrvFrmr,https://api.spotify.com/v1/audio-analysis/6Rv19x4CyZNWexRIrvFrmr,356244,4,Some People Suck,6Rv19x4CyZNWexRIrvFrmr,Jillian
0.401,0.891,1,-10.215,1,0.879,0.807,0,0.923,0.302,72.002,audio_features,036qHucnn23VHVhmQcLbFh,spotify:track:036qHucnn23VHVhmQcLbFh,https://api.spotify.com/v1/tracks/036qHucnn23VHVhmQcLbFh,https://api.spotify.com/v1/audio-analysis/036qHucnn23VHVhmQcLbFh,362799,3,Life Is Long,036qHucnn23VHVhmQcLbFh,Jillian
0.478,0.946,4,-10.326,1,0.864,0.778,0,0.902,0.169,84,audio_features,3tcElLSzUMD6crB0s8oFI1,spotify:track:3tcElLSzUMD6crB0s8oFI1,https://api.spotify.com/v1/tracks/3tcElLSzUMD6crB0s8oFI1,https://api.spotify.com/v1/audio-analysis/3tcElLSzUMD6crB0s8oFI1,108713,4,Piercings,3tcElLSzUMD6crB0s8oFI1,Jillian
