danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name,track_id,user
0.793,0.461,9,-8.288,0,0.103,0.283,3.36e-5,0.969,0.71,91.067,audio_features,2Ed07HGaDuZGrDYAFG1BdC,spotify:track:2Ed07HGaDuZGrDYAFG1BdC,https://api.spotify.com/v1/tracks/2Ed07HGaDuZGrDYAFG1BdC,https://api.spotify.com/v1/audio-analysis/2Ed07HGaDuZGrDYAFG1BdC,231547,4,"Stronger Than Me - Later With Jools Holland, London / 2003",2Ed07HGaDuZGrDYAFG1BdC,Jillian
0.722,0.414,2,-9.291,1,0.081,0.229,1.2e-6,0.974,0.439,74.072,audio_features,27w2s06PaPuFOHsNn1m3xP,spotify:track:27w2s06PaPuFOHsNn1m3xP,https://api.spotify.com/v1/tracks/27w2s06PaPuFOHsNn1m3xP,https://api.spotify.com/v1/audio-analysis/27w2s06PaPuFOHsNn1m3xP,147227,4,I Heard Love Is Blind - Live,27w2s06PaPuFOHsNn1m3xP,Jillian
0.456,0.732,10,-7.273,0,0.0607,0.0513,1.18e-5,0.987,0.687,128.04,audio_features,0yh9uGMsGZcjJIcC5Wex5Q,spotify:track:0yh9uGMsGZcjJIcC5Wex5Q,https://api.spotify.com/v1/tracks/0yh9uGMsGZcjJIcC5Wex5Q,https://api.spotify.com/v1/audio-analysis/0yh9uGMsGZcjJIcC5Wex5Q,335760,5,In My Bed - Live At Concorde - Brighton/2008,0yh9uGMsGZcjJIcC5Wex5Q,Jillian
0.396,0.73,7,-6.17,0,0.268,0.101,0,0.965,0.585,202.013,audio_features,2YSf96zfNrRJXQJrZm8aJp,spotify:track:2YSf96zfNrRJXQJrZm8aJp,https://api.spotify.com/v1/tracks/2YSf96zfNrRJXQJrZm8aJp,https://api.spotify.com/v1/audio-analysis/2YSf96zfNrRJXQJrZm8aJp,243533,4,"Mr Magic (Through The Smoke) - Live, Janice Long Session, Miami/2008",2YSf96zfNrRJXQJrZm8aJp,Jillian
0.444,0.256,5,-10.109,1,0.0541,0.782,4.12e-5,0.961,0.314,144.507,audio_features,0kpPxQjVSor94FMvKwlI5G,spotify:track:0kpPxQjVSor94FMvKwlI5G,https://api.spotify.com/v1/tracks/0kpPxQjVSor94FMvKwlI5G,https://api.spotify.com/v1/audio-analysis/0kpPxQjVSor94FMvKwlI5G,156960,4,"(There Is) No Greater Love - Live, Janice Long Session, Miami/2008",0kpPxQjVSor94FMvKwlI5G,Jillian
0.865,0.917,2,-7.348,1,0.0677,0.0125,3.94e-4,0.19,0.751,132.05,audio_features,2ZaAlV7GCjWl8I2igCCEiF,spotify:track:2ZaAlV7GCjWl8I2igCCEiF,https://api.spotify.com/v1/tracks/2ZaAlV7GCjWl8I2igCCEiF,https://api.spotify.com/v1/audio-analysis/2ZaAlV7GCjWl8I2igCCEiF,353173,4,Fuck Me Pumps - MJ Cole Remix,2ZaAlV7GCjWl8I2igCCEiF,Jillian
0.541,0.2,11,-8.917,0,0.0554,0.863,0,0.106,0.276,79.845,audio_features,3xmra5gBnWr0U4DK3v57F9,spotify:track:3xmra5gBnWr0U4DK3v57F9,https://api.spotify.com/v1/tracks/3xmra5gBnWr0U4DK3v57F9,https://api.spotify.com/v1/audio-analysis/3xmra5gBnWr0U4DK3v57F9,132067,4,I Heard Love Is Blind - Demo,3xmra5gBnWr0U4DK3v57F9,Jillian
0.516,0.249,5,-11.929,1,0.0338,0.859,1.13e-4,0.107,0.131,109.077,audio_features,6NTYTe9TefEXD65luwjxal,spotify:track:6NTYTe9TefEXD65luwjxal,https://api.spotify.com/v1/tracks/6NTYTe9TefEXD65luwjxal,https://api.spotify.com/v1/audio-analysis/6NTYTe9TefEXD65luwjxal,268440,4,Someone To Watch Over Me - Demo,6NTYTe9TefEXD65luwjxal,Jillian
0.569,0.198,8,-8.989,0,0.0566,0.78,0,0.174,0.294,71.557,audio_features,2rgemKOXUQGeIABEgwRXAa,spotify:track:2rgemKOXUQGeIABEgwRXAa,https://api.spotify.com/v1/tracks/2rgemKOXUQGeIABEgwRXAa,https://api.spotify.com/v1/audio-analysis/2rgemKOXUQGeIABEgwRXAa,283747,4,What It Is - Demo,2rgemKOXUQGeIABEgwRXAa,Jillian
0.482,0.332,5,-9.473,0,0.0533,0.575,6.04e-6,0.981,0.563,111.422,audio_features,3FVGnrAQYEwQ2TNMcNFxl0,spotify:track:3FVGnrAQYEwQ2TNMcNFxl0,https://api.spotify.com/v1/tracks/3FVGnrAQYEwQ2TNMcNFxl0,https://api.spotify.com/v1/audio-analysis/3FVGnrAQYEwQ2TNMcNFxl0,201627,3,"Teach Me Tonight - Live At The Hootenanny, London / 2004",3FVGnrAQYEwQ2TNMcNFxl0,Jillian
0.48,0.803,8,-7.232,0,0.0705,0.0144,0.0249,0.12,0.625,182.071,audio_features,3JpHeT83VlL2sYNvvciNGw,spotify:track:3JpHeT83VlL2sYNvvciNGw,https://api.spotify.com/v1/tracks/3JpHeT83VlL2sYNvvciNGw,https://api.spotify.com/v1/audio-analysis/3JpHeT83VlL2sYNvvciNGw,227973,4,'Round Midnight,3JpHeT83VlL2sYNvvciNGw,Jillian
0.557,0.56,4,-5.695,1,0.0343,0.54,3.01e-6,0.228,0.206,82.093,audio_features,3Z5piVCYtXkfz2DEwqBBnt,spotify:track:3Z5piVCYtXkfz2DEwqBBnt,https://api.spotify.com/v1/tracks/3Z5piVCYtXkfz2DEwqBBnt,https://api.spotify.com/v1/audio-analysis/3Z5piVCYtXkfz2DEwqBBnt,218533,4,Fool's Gold,3Z5piVCYtXkfz2DEwqBBnt,Jillian
0.574,0.403,8,-7.703,0,0.0709,0.21,0,0.947,0.356,119.881,audio_features,6adICOPagYgADiqjZ1pXaf,spotify:track:6adICOPagYgADiqjZ1pXaf,https://api.spotify.com/v1/tracks/6adICOPagYgADiqjZ1pXaf,https://api.spotify.com/v1/audio-analysis/6adICOPagYgADiqjZ1pXaf,211947,4,"Take The Box - Live At Concorde, Brighton / 2008",6adICOPagYgADiqjZ1pXaf,Jillian
0.859,0.762,8,-9.851,0,0.068,0.0744,0.161,0.154,0.698,123.986,audio_features,5BKF55fIGu4kObMi1uf2xb,spotify:track:5BKF55fIGu4kObMi1uf2xb,https://api.spotify.com/v1/tracks/5BKF55fIGu4kObMi1uf2xb,https://api.spotify.com/v1/audio-analysis/5BKF55fIGu4kObMi1uf2xb,466787,4,Take The Box - Seijis Buggin' Mix,5BKF55fIGu4kObMi1uf2xb,Jillian
0.769,0.548,10,-6.201,0,0.0847,0.00406,0.14,0.313,0.605,91.415,audio_features,6F8p3QBRcjmTZhfIzq1rMr,spotify:track:6F8p3QBRcjmTZhfIzq1rMr,https://api.spotify.com/v1/tracks/6F8p3QBRcjmTZhfIzq1rMr,https://api.spotify.com/v1/audio-analysis/6F8p3QBRcjmTZhfIzq1rMr,222080,4,Stronger Than Me - Harmonic 33 Remix,6F8p3QBRcjmTZhfIzq1rMr,Jillian
0.751,0.767,10,-3.173,0,0.0308,0.0181,3.28e-4,0.319,0.851,96.358,audio_features,6lVj1zzqaLQjVqXY6FacpK,spotify:track:6lVj1zzqaLQjVqXY6FacpK,https://api.spotify.com/v1/tracks/6lVj1zzqaLQjVqXY6FacpK,https://api.spotify.com/v1/audio-analysis/6lVj1zzqaLQjVqXY6FacpK,276440,4,In My Bed - CJ Mix,6lVj1zzqaLQjVqXY6FacpK,Jillian
0.705,0.634,5,-6.083,0,0.0282,0.0405,3.53e-5,0.349,0.639,98.008,audio_features,4NDpn6yfD5aqafYWFEaJDz,spotify:track:4NDpn6yfD5aqafYWFEaJDz,https://api.spotify.com/v1/tracks/4NDpn6yfD5aqafYWFEaJDz,https://api.spotify.com/v1/audio-analysis/4NDpn6yfD5aqafYWFEaJDz,169373,4,Our Day Will Come,4NDpn6yfD5aqafYWFEaJDz,Jillian
0.461,0.633,11,-6.057,0,0.0333,0.656,0,0.205,0.63,82.586,audio_features,77RrNbeBUXb1Dtewp0HQuR,spotify:track:77RrNbeBUXb1Dtewp0HQuR,https://api.spotify.com/v1/tracks/77RrNbeBUXb1Dtewp0HQuR,https://api.spotify.com/v1/audio-analysis/77RrNbeBUXb1Dtewp0HQuR,213587,4,Between The Cheats,77RrNbeBUXb1Dtewp0HQuR,Jillian
0.439,0.795,4,-4.644,1,0.0384,0.306,0,0.179,0.428,169.975,audio_features,0IEGGuRHP8ylbCXausRF9p,spotify:track:0IEGGuRHP8ylbCXausRF9p,https://api.spotify.com/v1/tracks/0IEGGuRHP8ylbCXausRF9p,https://api.spotify.com/v1/audio-analysis/0IEGGuRHP8ylbCXausRF9p,248093,4,Tears Dry - Original Version,0IEGGuRHP8ylbCXausRF9p,Jillian
0.587,0.624,0,-4.657,1,0.025,0.161,1.91e-4,0.118,0.251,93.428,audio_features,0LbK1bodGLc9xmV1cS9jvL,spotify:track:0LbK1bodGLc9xmV1cS9jvL,https://api.spotify.com/v1/tracks/0LbK1bodGLc9xmV1cS9jvL,https://api.spotify.com/v1/audio-analysis/0LbK1bodGLc9xmV1cS9jvL,262813,4,Will You Still Love Me Tomorrow? - 2011,0LbK1bodGLc9xmV1cS9jvL,Jillian
0.637,0.866,7,-3.979,0,0.0868,0.154,0,0.181,0.336,97.897,audio_features,2r45rookK2awLkiOHOef1o,spotify:track:2r45rookK2awLkiOHOef1o,https://api.spotify.com/v1/tracks/2r45rookK2awLkiOHOef1o,https://api.spotify.com/v1/audio-analysis/2r45rookK2awLkiOHOef1o,278000,4,Like Smoke,2r45rookK2awLkiOHOef1o,Jillian
0.665,0.827,5,-4.429,0,0.0348,0.0127,7.62e-4,0.0815,0.705,100.657,audio_features,1om5SLZiUA9DVEnjcZBBzA,spotify:track:1om5SLZiUA9DVEnjcZBBzA,https://api.spotify.com/v1/tracks/1om5SLZiUA9DVEnjcZBBzA,https://api.spotify.com/v1/audio-analysis/1om5SLZiUA9DVEnjcZBBzA,239907,4,Valerie - '68 Version,1om5SLZiUA9DVEnjcZBBzA,Jillian
0.696,0.616,9,-5.144,0,0.047,0.25,4.35e-6,0.107,0.66,138.059,audio_features,7F5rIyOI88zk36AiBXC8xq,spotify:track:7F5rIyOI88zk36AiBXC8xq,https://api.spotify.com/v1/tracks/7F5rIyOI88zk36AiBXC8xq,https://api.spotify.com/v1/audio-analysis/7F5rIyOI88zk36AiBXC8xq,166960,4,The Girl From Ipanema,7F5rIyOI88zk36AiBXC8xq,Jillian
0.624,0.488,4,-8.258,0,0.0584,0.375,9.63e-5,0.339,0.273,84.218,audio_features,4d0dY3ZeMdoYrD5YmdFvWZ,spotify:track:4d0dY3ZeMdoYrD5YmdFvWZ,https://api.spotify.com/v1/tracks/4d0dY3ZeMdoYrD5YmdFvWZ,https://api.spotify.com/v1/audio-analysis/4d0dY3ZeMdoYrD5YmdFvWZ,230853,4,Half Time,4d0dY3ZeMdoYrD5YmdFvWZ,Jillian
0.454,0.378,9,-8.986,1,0.061,0.572,5.78e-6,0.0956,0.272,169.757,audio_features,2G4rsUWjuBb6vPrUm01etb,spotify:track:2G4rsUWjuBb6vPrUm01etb,https://api.spotify.com/v1/tracks/2G4rsUWjuBb6vPrUm01etb,https://api.spotify.com/v1/audio-analysis/2G4rsUWjuBb6vPrUm01etb,264267,3,Wake Up Alone - Original Recording,2G4rsUWjuBb6vPrUm01etb,Jillian
0.601,0.759,8,-6.934,0,0.0557,0.101,0,0.213,0.581,97.501,audio_features,7BizTaPDXSWVi8vdGeFg0W,spotify:track:7BizTaPDXSWVi8vdGeFg0W,https://api.spotify.com/v1/tracks/7BizTaPDXSWVi8vdGeFg0W,https://api.spotify.com/v1/audio-analysis/7BizTaPDXSWVi8vdGeFg0W,176293,4,"Best Friends, Right?",7BizTaPDXSWVi8vdGeFg0W,Jillian
0.366,0.327,1,-9.05,1,0.0287,0.848,4.37e-5,0.158,0.162,64.861,audio_features,4AyULNTWuCtbpxzY2qVowJ,spotify:track:4AyULNTWuCtbpxzY2qVowJ,https://api.spotify.com/v1/tracks/4AyULNTWuCtbpxzY2qVowJ,https://api.spotify.com/v1/audio-analysis/4AyULNTWuCtbpxzY2qVowJ,198813,4,Body And Soul,4AyULNTWuCtbpxzY2qVowJ,Jillian
0.524,0.542,8,-7.516,1,0.0513,0.232,3.13e-5,0.327,0.362,119.979,audio_features,4fdPpmqn1eYLyWRcxZmx2D,spotify:track:4fdPpmqn1eYLyWRcxZmx2D,https://api.spotify.com/v1/tracks/4fdPpmqn1eYLyWRcxZmx2D,https://api.spotify.com/v1/audio-analysis/4fdPpmqn1eYLyWRcxZmx2D,269373,4,A Song For You,4fdPpmqn1eYLyWRcxZmx2D,Jillian
0.659,0.295,11,-8.528,0,0.0322,0.426,6.95e-5,0.0795,0.36,74.037,audio_features,6N3qHjcwly8ZuhE4bPYJAX,spotify:track:6N3qHjcwly8ZuhE4bPYJAX,https://api.spotify.com/v1/tracks/6N3qHjcwly8ZuhE4bPYJAX,https://api.spotify.com/v1/audio-analysis/6N3qHjcwly8ZuhE4bPYJAX,277297,4,Get You (feat. Kali Uchis),6N3qHjcwly8ZuhE4bPYJAX,Jillian
0.152,0.654,7,-26.704,0,0.0713,0.432,0.779,0.86,0.0318,102.918,audio_features,1ygy4c8jopCM9lvgrwqpnd,spotify:track:1ygy4c8jopCM9lvgrwqpnd,https://api.spotify.com/v1/tracks/1ygy4c8jopCM9lvgrwqpnd,https://api.spotify.com/v1/audio-analysis/1ygy4c8jopCM9lvgrwqpnd,29478,4,Trinity Bellwoods,1ygy4c8jopCM9lvgrwqpnd,Jillian
0.448,0.328,7,-11.132,1,0.0351,0.803,9.34e-5,0.347,0.209,113.941,audio_features,7HnkUNPrhRurdGEm9nRYFH,spotify:track:7HnkUNPrhRurdGEm9nRYFH,https://api.spotify.com/v1/tracks/7HnkUNPrhRurdGEm9nRYFH,https://api.spotify.com/v1/audio-analysis/7HnkUNPrhRurdGEm9nRYFH,305081,3,Death & Taxes,7HnkUNPrhRurdGEm9nRYFH,Jillian
0.437,0.792,8,-6.792,1,0.0354,0.0574,1.46e-6,0.22,0.402,83.961,audio_features,5bPZPEsUACrQXER6FcMs7F,spotify:track:5bPZPEsUACrQXER6FcMs7F,https://api.spotify.com/v1/tracks/5bPZPEsUACrQXER6FcMs7F,https://api.spotify.com/v1/audio-analysis/5bPZPEsUACrQXER6FcMs7F,266470,4,Paradise (feat. Badbadnotgood & Sean Leon),5bPZPEsUACrQXER6FcMs7F,Jillian
0.191,0.314,9,-10.949,0,0.0347,0.862,2.57e-6,0.171,0.121,70.03,audio_features,3XlzpaHje8MlpaGe8twgr7,spotify:track:3XlzpaHje8MlpaGe8twgr7,https://api.spotify.com/v1/tracks/3XlzpaHje8MlpaGe8twgr7,https://api.spotify.com/v1/audio-analysis/3XlzpaHje8MlpaGe8twgr7,88916,5,A Cappella,3XlzpaHje8MlpaGe8twgr7,Jillian
0.378,0.679,2,-6.28,1,0.0408,0.013,2.75e-4,0.11,0.129,132.046,audio_features,1GfwrTKOzOxK2cfPcrMyuP,spotify:track:1GfwrTKOzOxK2cfPcrMyuP,https://api.spotify.com/v1/tracks/1GfwrTKOzOxK2cfPcrMyuP,https://api.spotify.com/v1/audio-analysis/1GfwrTKOzOxK2cfPcrMyuP,303971,4,Show No Regret,1GfwrTKOzOxK2cfPcrMyuP,Jillian
0.596,0.191,2,-12.623,0,0.0326,0.774,2.9e-6,0.0622,0.374,75.786,audio_features,7fOwfp4u4UD9REy0SOXIGO,spotify:track:7fOwfp4u4UD9REy0SOXIGO,https://api.spotify.com/v1/tracks/7fOwfp4u4UD9REy0SOXIGO,https://api.spotify.com/v1/audio-analysis/7fOwfp4u4UD9REy0SOXIGO,225254,4,Little Rowboat,7fOwfp4u4UD9REy0SOXIGO,Jillian
0.457,0.269,11,-11.949,1,0.0382,0.821,2.64e-6,0.105,0.444,116.947,audio_features,0LHK3azcoAZxWZBhNd2BLo,spotify:track:0LHK3azcoAZxWZBhNd2BLo,https://api.spotify.com/v1/tracks/0LHK3azcoAZxWZBhNd2BLo,https://api.spotify.com/v1/audio-analysis/0LHK3azcoAZxWZBhNd2BLo,240247,1,Blessed,0LHK3azcoAZxWZBhNd2BLo,Jillian
0.52,0.367,5,-8.776,1,0.0299,0.831,0,0.109,0.358,77.957,audio_features,6EzSYsuIZvfUu81OjctbBt,spotify:track:6EzSYsuIZvfUu81OjctbBt,https://api.spotify.com/v1/tracks/6EzSYsuIZvfUu81OjctbBt,https://api.spotify.com/v1/audio-analysis/6EzSYsuIZvfUu81OjctbBt,254521,4,We Find Love,6EzSYsuIZvfUu81OjctbBt,Jillian
0.455,0.326,10,-6.886,1,0.0358,0.962,2.06e-5,0.217,0.118,86.9,audio_features,2GAOsQWu20E4gNC2CaDPs5,spotify:track:2GAOsQWu20E4gNC2CaDPs5,https://api.spotify.com/v1/tracks/2GAOsQWu20E4gNC2CaDPs5,https://api.spotify.com/v1/audio-analysis/2GAOsQWu20E4gNC2CaDPs5,266960,4,E' quasi l'alba,2GAOsQWu20E4gNC2CaDPs5,Jillian
0.556,0.661,2,-6.138,1,0.0896,0.744,0,0.285,0.521,140.227,audio_features,4BbjPXWOPBUYVL1BsrAwyj,spotify:track:4BbjPXWOPBUYVL1BsrAwyj,https://api.spotify.com/v1/tracks/4BbjPXWOPBUYVL1BsrAwyj,https://api.spotify.com/v1/audio-analysis/4BbjPXWOPBUYVL1BsrAwyj,189467,4,Bum ahi che colpo di luna,4BbjPXWOPBUYVL1BsrAwyj,Jillian
0.438,0.343,0,-8.249,0,0.0301,0.906,6.74e-6,0.342,0.126,105.54,audio_features,2ZbXAqnC35AHz8hH6x8j6V,spotify:track:2ZbXAqnC35AHz8hH6x8j6V,https://api.spotify.com/v1/tracks/2ZbXAqnC35AHz8hH6x8j6V,https://api.spotify.com/v1/audio-analysis/2ZbXAqnC35AHz8hH6x8j6V,312194,4,Nebbia,2ZbXAqnC35AHz8hH6x8j6V,Jillian
0.633,0.527,0,-6.306,1,0.166,0.894,3.29e-6,0.15,0.742,116.035,audio_features,5n06JOiKEXSmjB60JZlqnR,spotify:track:5n06JOiKEXSmjB60JZlqnR,https://api.spotify.com/v1/tracks/5n06JOiKEXSmjB60JZlqnR,https://api.spotify.com/v1/audio-analysis/5n06JOiKEXSmjB60JZlqnR,160468,4,Legata ad uno scoglio,5n06JOiKEXSmjB60JZlqnR,Jillian
0.42,0.498,10,-7.434,0,0.0792,0.862,0,0.0885,0.31,181.303,audio_features,2sbnGbVumyxlkRO3u4ltk1,spotify:track:2sbnGbVumyxlkRO3u4ltk1,https://api.spotify.com/v1/tracks/2sbnGbVumyxlkRO3u4ltk1,https://api.spotify.com/v1/audio-analysis/2sbnGbVumyxlkRO3u4ltk1,203689,4,I Found My Love in Portofino,2sbnGbVumyxlkRO3u4ltk1,Jillian
0.619,0.533,5,-7.019,0,0.0705,0.865,4.14e-6,0.166,0.626,131.874,audio_features,5jWVhwrX9xtZfTAil9iOuJ,spotify:track:5jWVhwrX9xtZfTAil9iOuJ,https://api.spotify.com/v1/tracks/5jWVhwrX9xtZfTAil9iOuJ,https://api.spotify.com/v1/audio-analysis/5jWVhwrX9xtZfTAil9iOuJ,175175,4,La notte che tu sai,5jWVhwrX9xtZfTAil9iOuJ,Jillian
0.453,0.444,10,-8.244,0,0.0332,0.826,0,0.184,0.325,107.646,audio_features,6Sc99Y91nyG1qeSrv2VqsV,spotify:track:6Sc99Y91nyG1qeSrv2VqsV,https://api.spotify.com/v1/tracks/6Sc99Y91nyG1qeSrv2VqsV,https://api.spotify.com/v1/audio-analysis/6Sc99Y91nyG1qeSrv2VqsV,223808,3,Colpevole,6Sc99Y91nyG1qeSrv2VqsV,Jillian
0.638,0.49,7,-7.237,1,0.128,0.785,3.74e-6,0.065,0.337,142.932,audio_features,6EgZiiDKUTTGlSENcJjUfx,spotify:track:6EgZiiDKUTTGlSENcJjUfx,https://api.spotify.com/v1/tracks/6EgZiiDKUTTGlSENcJjUfx,https://api.spotify.com/v1/audio-analysis/6EgZiiDKUTTGlSENcJjUfx,173510,4,Maramao perchè sei morto,6EgZiiDKUTTGlSENcJjUfx,Jillian
0.627,0.575,9,-5.405,1,0.079,0.758,0,0.0538,0.658,138.739,audio_features,0fPQG0HdLD4y3e70cJSlHf,spotify:track:0fPQG0HdLD4y3e70cJSlHf,https://api.spotify.com/v1/tracks/0fPQG0HdLD4y3e70cJSlHf,https://api.spotify.com/v1/audio-analysis/0fPQG0HdLD4y3e70cJSlHf,184541,4,Chiedimi tutto,0fPQG0HdLD4y3e70cJSlHf,Jillian
0.443,0.3,7,-10.937,1,0.0318,0.823,3.12e-6,0.37,0.0979,107.747,audio_features,0umFO12bFqiGMKDDJyHcYT,spotify:track:0umFO12bFqiGMKDDJyHcYT,https://api.spotify.com/v1/tracks/0umFO12bFqiGMKDDJyHcYT,https://api.spotify.com/v1/audio-analysis/0umFO12bFqiGMKDDJyHcYT,235533,4,Amorevole,0umFO12bFqiGMKDDJyHcYT,Jillian
0.605,0.472,9,-7.178,0,0.0616,0.688,0,0.103,0.75,69.363,audio_features,4U2nT27lY9tetn2QzImV9J,spotify:track:4U2nT27lY9tetn2QzImV9J,https://api.spotify.com/v1/tracks/4U2nT27lY9tetn2QzImV9J,https://api.spotify.com/v1/audio-analysis/4U2nT27lY9tetn2QzImV9J,192450,4,Biagio adagio,4U2nT27lY9tetn2QzImV9J,Jillian
0.63,0.419,5,-8.523,0,0.0894,0.531,0,0.137,0.464,81.652,audio_features,4sSAbPgNn4Yz8McGHURcXa,spotify:track:4sSAbPgNn4Yz8McGHURcXa,https://api.spotify.com/v1/tracks/4sSAbPgNn4Yz8McGHURcXa,https://api.spotify.com/v1/audio-analysis/4sSAbPgNn4Yz8McGHURcXa,192103,3,Boccuccia di rosa,4sSAbPgNn4Yz8McGHURcXa,Jillian
0.563,0.465,5,-7.826,1,0.159,0.639,0,0.13,0.626,92.171,audio_features,6zrMl6pV1Y7w9RoaiCFycr,spotify:track:6zrMl6pV1Y7w9RoaiCFycr,https://api.spotify.com/v1/tracks/6zrMl6pV1Y7w9RoaiCFycr,https://api.spotify.com/v1/audio-analysis/6zrMl6pV1Y7w9RoaiCFycr,213471,4,Buonasera signorina,6zrMl6pV1Y7w9RoaiCFycr,Jillian
0.432,0.308,10,-10.222,0,0.0431,0.88,0,0.199,0.217,143.002,audio_features,0qL0V5SchyrdaXzqtDnnZg,spotify:track:0qL0V5SchyrdaXzqtDnnZg,https://api.spotify.com/v1/tracks/0qL0V5SchyrdaXzqtDnnZg,https://api.spotify.com/v1/audio-analysis/0qL0V5SchyrdaXzqtDnnZg,300400,4,Estate,0qL0V5SchyrdaXzqtDnnZg,Jillian
0.445,0.382,5,-9.898,1,0.155,0.631,0,0.109,0.269,205.022,audio_features,4AnVuJ89NuHHbhksm80ePt,spotify:track:4AnVuJ89NuHHbhksm80ePt,https://api.spotify.com/v1/tracks/4AnVuJ89NuHHbhksm80ePt,https://api.spotify.com/v1/audio-analysis/4AnVuJ89NuHHbhksm80ePt,239002,4,Quando una ragazza a New Orleans,4AnVuJ89NuHHbhksm80ePt,Jillian
0.378,0.327,3,-12.152,1,0.0457,0.984,0.0137,0.111,0.0696,115.264,audio_features,6k24YJ2JMImNt4XH7J6qAI,spotify:track:6k24YJ2JMImNt4XH7J6qAI,https://api.spotify.com/v1/tracks/6k24YJ2JMImNt4XH7J6qAI,https://api.spotify.com/v1/audio-analysis/6k24YJ2JMImNt4XH7J6qAI,186137,4,Porgi amor,6k24YJ2JMImNt4XH7J6qAI,Jillian
0.95,0.564,3,-6.515,0,0.0653,0.0052,0.00544,0.311,0.655,101.771,audio_features,0n3nvjfzkenuNNYXwsGSw3,spotify:track:0n3nvjfzkenuNNYXwsGSw3,https://api.spotify.com/v1/tracks/0n3nvjfzkenuNNYXwsGSw3,https://api.spotify.com/v1/audio-analysis/0n3nvjfzkenuNNYXwsGSw3,200520,4,Hey Sexy Lady,0n3nvjfzkenuNNYXwsGSw3,Jillian
0.539,0.749,11,-6.575,0,0.159,0.0345,1.08e-4,0.1,0.624,102.982,audio_features,05O9qVodp1La8kLp0eJcag,spotify:track:05O9qVodp1La8kLp0eJcag,https://api.spotify.com/v1/tracks/05O9qVodp1La8kLp0eJcag,https://api.spotify.com/v1/audio-analysis/05O9qVodp1La8kLp0eJcag,202707,4,Those Days,05O9qVodp1La8kLp0eJcag,Jillian
0.852,0.604,0,-4.569,1,0.0642,0.0503,0,0.327,0.667,94.762,audio_features,0OaunKfsxkgBvPv68jBbmm,spotify:track:0OaunKfsxkgBvPv68jBbmm,https://api.spotify.com/v1/tracks/0OaunKfsxkgBvPv68jBbmm,https://api.spotify.com/v1/audio-analysis/0OaunKfsxkgBvPv68jBbmm,227547,4,It Wasn't Me,0OaunKfsxkgBvPv68jBbmm,Jillian
0.852,0.887,2,-4.468,1,0.263,0.244,1.97e-5,0.311,0.787,158.564,audio_features,3fjrArm9T4UbCNz9BDh6py,spotify:track:3fjrArm9T4UbCNz9BDh6py,https://api.spotify.com/v1/tracks/3fjrArm9T4UbCNz9BDh6py,https://api.spotify.com/v1/audio-analysis/3fjrArm9T4UbCNz9BDh6py,246920,4,Boombastic,3fjrArm9T4UbCNz9BDh6py,Jillian
0.753,0.526,10,-5.66,1,0.0799,0.0724,0,0.267,0.675,86.006,audio_features,3qqUX3dchQwHzpJhRAN85v,spotify:track:3qqUX3dchQwHzpJhRAN85v,https://api.spotify.com/v1/tracks/3qqUX3dchQwHzpJhRAN85v,https://api.spotify.com/v1/audio-analysis/3qqUX3dchQwHzpJhRAN85v,230293,4,Strength Of A Woman,3qqUX3dchQwHzpJhRAN85v,Jillian
0.805,0.763,6,-2.955,1,0.0942,0.121,0,0.047,0.82,85.289,audio_features,2W31oMmNa2wHNyavreExkH,spotify:track:2W31oMmNa2wHNyavreExkH,https://api.spotify.com/v1/tracks/2W31oMmNa2wHNyavreExkH,https://api.spotify.com/v1/audio-analysis/2W31oMmNa2wHNyavreExkH,235147,4,Angel,2W31oMmNa2wHNyavreExkH,Jillian
0.756,0.939,6,-5.316,1,0.0673,0.00889,7.93e-4,0.339,0.963,124.043,audio_features,4xxv5THce5roMS1xRzfFqg,spotify:track:4xxv5THce5roMS1xRzfFqg,https://api.spotify.com/v1/tracks/4xxv5THce5roMS1xRzfFqg,https://api.spotify.com/v1/audio-analysis/4xxv5THce5roMS1xRzfFqg,185000,4,Feel The Rush,4xxv5THce5roMS1xRzfFqg,Jillian
0.893,0.577,2,-7.464,1,0.072,0.0182,7.27e-6,0.0719,0.454,102.01,audio_features,31IdFzk9opyptcfVzF1QyF,spotify:track:31IdFzk9opyptcfVzF1QyF,https://api.spotify.com/v1/tracks/31IdFzk9opyptcfVzF1QyF,https://api.spotify.com/v1/audio-analysis/31IdFzk9opyptcfVzF1QyF,265400,4,Don't Ask Her That,31IdFzk9opyptcfVzF1QyF,Jillian
0.782,0.766,1,-7.319,1,0.0401,0.0279,2.76e-4,0.0678,0.25,101.352,audio_features,1a80gYFfdeJtBQbdzRwCaf,spotify:track:1a80gYFfdeJtBQbdzRwCaf,https://api.spotify.com/v1/tracks/1a80gYFfdeJtBQbdzRwCaf,https://api.spotify.com/v1/audio-analysis/1a80gYFfdeJtBQbdzRwCaf,226667,4,Hope,1a80gYFfdeJtBQbdzRwCaf,Jillian
